source,target
182652,1451118
458058,1451118
1184572,1451118
1352419,1451118
1393244,1451118
182652,2801268
458058,2801268
1184572,2801268
1352419,2801268
1393244,2801268
1451118,2801268
93580,227707
93580,330275
227707,330275
93580,361639
227707,361639
330275,361639
93580,448045
227707,448045
330275,448045
361639,448045
93580,458058
227707,458058
330275,458058
361639,458058
448045,458058
93580,609435
227707,609435
330275,609435
361639,609435
448045,609435
458058,609435
93580,622166
227707,622166
330275,622166
361639,622166
448045,622166
458058,622166
609435,622166
93580,637935
227707,637935
330275,637935
361639,637935
448045,637935
458058,637935
609435,637935
622166,637935
93580,914985
227707,914985
330275,914985
361639,914985
448045,914985
458058,914985
609435,914985
622166,914985
637935,914985
93580,1238771
227707,1238771
330275,1238771
361639,1238771
448045,1238771
458058,1238771
609435,1238771
622166,1238771
637935,1238771
914985,1238771
93580,1631570
227707,1631570
330275,1631570
361639,1631570
448045,1631570
458058,1631570
609435,1631570
622166,1631570
637935,1631570
914985,1631570
1238771,1631570
93580,1863329
227707,1863329
330275,1863329
361639,1863329
448045,1863329
458058,1863329
609435,1863329
622166,1863329
637935,1863329
914985,1863329
1238771,1863329
1631570,1863329
93580,1864363
227707,1864363
330275,1864363
361639,1864363
448045,1864363
458058,1864363
609435,1864363
622166,1864363
637935,1864363
914985,1864363
1238771,1864363
1631570,1864363
1863329,1864363
93580,3090303
227707,3090303
330275,3090303
361639,3090303
448045,3090303
458058,3090303
609435,3090303
622166,3090303
637935,3090303
914985,3090303
1238771,3090303
1631570,3090303
1863329,3090303
1864363,3090303
93580,3244931
227707,3244931
330275,3244931
361639,3244931
448045,3244931
458058,3244931
609435,3244931
622166,3244931
637935,3244931
914985,3244931
1238771,3244931
1631570,3244931
1863329,3244931
1864363,3244931
3090303,3244931
93580,4344257
227707,4344257
330275,4344257
361639,4344257
448045,4344257
458058,4344257
609435,4344257
622166,4344257
637935,4344257
914985,4344257
1238771,4344257
1631570,4344257
1863329,4344257
1864363,4344257
3090303,4344257
3244931,4344257
93580,6579970
227707,6579970
330275,6579970
361639,6579970
448045,6579970
458058,6579970
609435,6579970
622166,6579970
637935,6579970
914985,6579970
1238771,6579970
1631570,6579970
1863329,6579970
1864363,6579970
3090303,6579970
3244931,6579970
4344257,6579970
93580,8210597
227707,8210597
330275,8210597
361639,8210597
448045,8210597
458058,8210597
609435,8210597
622166,8210597
637935,8210597
914985,8210597
1238771,8210597
1631570,8210597
1863329,8210597
1864363,8210597
3090303,8210597
3244931,8210597
4344257,8210597
6579970,8210597
72358,656494
569670,1567795
104398,458058
104398,914985
458058,914985
104398,1864363
458058,1864363
914985,1864363
390669,419430
512431,948190
364315,3097862
458058,1380647
606974,1267753
606974,1942295
1267753,1942295
340361,1860938
332273,1863329
332273,2234102
1863329,2234102
1543962,1559508
1543962,2234102
1559508,2234102
419430,1543962
91568,561632
93580,458058
458058,1864363
530346,865311
530346,865313
865311,865313
530346,889186
865311,889186
865313,889186
530346,1719878
865311,1719878
865313,1719878
889186,1719878
165894,462859
165894,1006445
462859,1006445
165894,3077368
462859,3077368
1006445,3077368
384245,458058
384245,1420053
458058,1420053
384245,1864363
458058,1864363
1420053,1864363
384245,2708235
458058,2708235
1420053,2708235
1864363,2708235
384245,2764963
458058,2764963
1420053,2764963
1864363,2764963
2708235,2764963
384245,4351207
458058,4351207
1420053,4351207
1864363,4351207
2708235,4351207
2764963,4351207
458058,918306
458058,1124520
918306,1124520
448045,914985
448045,2246815
914985,2246815
448045,8653545
914985,8653545
2246815,8653545
2234102,8229425
165894,2468290
165894,2997323
2468290,2997323
165894,3304462
2468290,3304462
2997323,3304462
165894,3535559
2468290,3535559
2997323,3535559
3304462,3535559
759578,1543962
759578,1863329
1543962,1863329
759578,4665416
1543962,4665416
1863329,4665416
759578,10555788
1543962,10555788
1863329,10555788
4665416,10555788
1533483,1543827
1533483,9982892
1543827,9982892
1864363,2903655
525684,1791828
525684,1864363
1791828,1864363
458058,1352419
458058,2339472
914985,1238771
330275,926544
330275,1863329
926544,1863329
613740,857348
448045,458058
448045,1582219
458058,1582219
458058,569670
458058,639310
569670,639310
458058,1906921
569670,1906921
639310,1906921
458058,4549925
569670,4549925
639310,4549925
1906921,4549925
1566536,2708235
1566536,5999131
2708235,5999131
72418,390669
72418,419430
390669,419430
72418,440174
390669,440174
419430,440174
72418,865311
390669,865311
419430,865311
440174,865311
72418,2607283
390669,2607283
419430,2607283
440174,2607283
865311,2607283
72418,10664494
390669,10664494
419430,10664494
440174,10664494
865311,10664494
2607283,10664494
458058,639310
207405,319491
207405,446833
319491,446833
207405,865992
319491,865992
446833,865992
207405,2144619
319491,2144619
446833,2144619
865992,2144619
207405,2234102
319491,2234102
446833,2234102
865992,2234102
2144619,2234102
207405,2524463
319491,2524463
446833,2524463
865992,2524463
2144619,2524463
2234102,2524463
207405,2627116
319491,2627116
446833,2627116
865992,2627116
2144619,2627116
2234102,2627116
2524463,2627116
207405,2699935
319491,2699935
446833,2699935
865992,2699935
2144619,2699935
2234102,2699935
2524463,2699935
2627116,2699935
207405,3242728
319491,3242728
446833,3242728
865992,3242728
2144619,3242728
2234102,3242728
2524463,3242728
2627116,3242728
2699935,3242728
207405,3378594
319491,3378594
446833,3378594
865992,3378594
2144619,3378594
2234102,3378594
2524463,3378594
2627116,3378594
2699935,3378594
3242728,3378594
207405,4565995
319491,4565995
446833,4565995
865992,4565995
2144619,4565995
2234102,4565995
2524463,4565995
2627116,4565995
2699935,4565995
3242728,4565995
3378594,4565995
207405,5627682
319491,5627682
446833,5627682
865992,5627682
2144619,5627682
2234102,5627682
2524463,5627682
2627116,5627682
2699935,5627682
3242728,5627682
3378594,5627682
4565995,5627682
207405,5660085
319491,5660085
446833,5660085
865992,5660085
2144619,5660085
2234102,5660085
2524463,5660085
2627116,5660085
2699935,5660085
3242728,5660085
3378594,5660085
4565995,5660085
5627682,5660085
207405,6269013
319491,6269013
446833,6269013
865992,6269013
2144619,6269013
2234102,6269013
2524463,6269013
2627116,6269013
2699935,6269013
3242728,6269013
3378594,6269013
4565995,6269013
5627682,6269013
5660085,6269013
181899,448045
181899,458058
448045,458058
181899,697111
448045,697111
458058,697111
181899,1380647
448045,1380647
458058,1380647
697111,1380647
181899,1666651
448045,1666651
458058,1666651
697111,1666651
1380647,1666651
181899,1864363
448045,1864363
458058,1864363
697111,1864363
1380647,1864363
1666651,1864363
181899,2729639
448045,2729639
458058,2729639
697111,2729639
1380647,2729639
1666651,2729639
1864363,2729639
181899,4287921
448045,4287921
458058,4287921
697111,4287921
1380647,4287921
1666651,4287921
1864363,4287921
2729639,4287921
2784274,2785023
525415,761653
525415,3097862
761653,3097862
133766,939500
330275,1864363
330275,1951136
1864363,1951136
330275,2717549
1864363,2717549
1951136,2717549
481025,918491
207251,656102
207251,7029041
656102,7029041
917426,2607283
917426,4702560
2607283,4702560
458058,1407618
137013,139710
137013,737106
139710,737106
677602,1429440
613740,1860938
613740,4463830
1860938,4463830
1863329,2388369
481025,525837
481025,821352
525837,821352
446833,1485595
446833,2699935
1485595,2699935
446833,3097862
1485595,3097862
2699935,3097862
2352621,3077368
181899,3244931
810021,1346064
810021,1864363
1346064,1864363
810021,2731036
1346064,2731036
1864363,2731036
458058,1567795
458058,677602
458058,779737
677602,779737
458058,1588858
677602,1588858
779737,1588858
91568,325554
91568,911816
325554,911816
91568,2784293
325554,2784293
911816,2784293
691879,1295305
2729639,4344257
227707,357644
227707,458058
357644,458058
227707,622166
357644,622166
458058,622166
227707,914985
357644,914985
458058,914985
622166,914985
227707,1367484
357644,1367484
458058,1367484
622166,1367484
914985,1367484
227707,1420053
357644,1420053
458058,1420053
622166,1420053
914985,1420053
1367484,1420053
227707,1567795
357644,1567795
458058,1567795
622166,1567795
914985,1567795
1367484,1567795
1420053,1567795
227707,1864363
357644,1864363
458058,1864363
622166,1864363
914985,1864363
1367484,1864363
1420053,1864363
1567795,1864363
227707,2476733
357644,2476733
458058,2476733
622166,2476733
914985,2476733
1367484,2476733
1420053,2476733
1567795,2476733
1864363,2476733
227707,2609517
357644,2609517
458058,2609517
622166,2609517
914985,2609517
1367484,2609517
1420053,2609517
1567795,2609517
1864363,2609517
2476733,2609517
227707,2627554
357644,2627554
458058,2627554
622166,2627554
914985,2627554
1367484,2627554
1420053,2627554
1567795,2627554
1864363,2627554
2476733,2627554
2609517,2627554
227707,2729639
357644,2729639
458058,2729639
622166,2729639
914985,2729639
1367484,2729639
1420053,2729639
1567795,2729639
1864363,2729639
2476733,2729639
2609517,2729639
2627554,2729639
227707,3376695
357644,3376695
458058,3376695
622166,3376695
914985,3376695
1367484,3376695
1420053,3376695
1567795,3376695
1864363,3376695
2476733,3376695
2609517,3376695
2627554,3376695
2729639,3376695
227707,6269013
357644,6269013
458058,6269013
622166,6269013
914985,6269013
1367484,6269013
1420053,6269013
1567795,6269013
1864363,6269013
2476733,6269013
2609517,6269013
2627554,6269013
2729639,6269013
3376695,6269013
423066,656494
458058,5724990
4718013,9916368
1124520,1356946
914985,2144619
914985,6559707
2144619,6559707
1420053,1582219
726120,3378594
637935,1367484
637935,1582219
1367484,1582219
637935,1884096
1367484,1884096
1582219,1884096
3768075,9184394
458058,639310
458058,1280355
639310,1280355
419430,656494
419430,2607283
656494,2607283
1567795,3097862
2234102,3110225
2234102,8736819
3110225,8736819
458058,914985
458058,2764963
914985,2764963
512431,906674
512431,948190
906674,948190
512431,2627554
906674,2627554
948190,2627554
512431,2855393
906674,2855393
948190,2855393
2627554,2855393
227707,488520
227707,622166
488520,622166
227707,914985
488520,914985
622166,914985
227707,1543827
488520,1543827
622166,1543827
914985,1543827
227707,2221233
488520,2221233
622166,2221233
914985,2221233
1543827,2221233
622166,926544
622166,1420053
926544,1420053
622166,3337723
926544,3337723
1420053,3337723
56306,207251
56306,270151
207251,270151
56306,317728
207251,317728
270151,317728
56306,393753
207251,393753
270151,393753
317728,393753
56306,423066
207251,423066
270151,423066
317728,423066
393753,423066
56306,423161
207251,423161
270151,423161
317728,423161
393753,423161
423066,423161
56306,520178
207251,520178
270151,520178
317728,520178
393753,520178
423066,520178
423161,520178
56306,520188
207251,520188
270151,520188
317728,520188
393753,520188
423066,520188
423161,520188
520178,520188
56306,553608
207251,553608
270151,553608
317728,553608
393753,553608
423066,553608
423161,553608
520178,553608
520188,553608
56306,656494
207251,656494
270151,656494
317728,656494
393753,656494
423066,656494
423161,656494
520178,656494
520188,656494
553608,656494
56306,657028
207251,657028
270151,657028
317728,657028
393753,657028
423066,657028
423161,657028
520178,657028
520188,657028
553608,657028
656494,657028
56306,825261
207251,825261
270151,825261
317728,825261
393753,825261
423066,825261
423161,825261
520178,825261
520188,825261
553608,825261
656494,825261
657028,825261
56306,865311
207251,865311
270151,865311
317728,865311
393753,865311
423066,865311
423161,865311
520178,865311
520188,865311
553608,865311
656494,865311
657028,865311
825261,865311
56306,865313
207251,865313
270151,865313
317728,865313
393753,865313
423066,865313
423161,865313
520178,865313
520188,865313
553608,865313
656494,865313
657028,865313
825261,865313
865311,865313
56306,875087
207251,875087
270151,875087
317728,875087
393753,875087
423066,875087
423161,875087
520178,875087
520188,875087
553608,875087
656494,875087
657028,875087
825261,875087
865311,875087
865313,875087
189297,734131
423066,656494
122087,1260313
122087,1543962
1260313,1543962
122087,1559508
1260313,1559508
1543962,1559508
122087,4566269
1260313,4566269
1543962,4566269
1559508,4566269
122087,13842805
1260313,13842805
1543962,13842805
1559508,13842805
4566269,13842805
458058,2144619
458058,2524463
2144619,2524463
458058,2729639
2144619,2729639
2524463,2729639
458058,5988969
2144619,5988969
2524463,5988969
2729639,5988969
207779,1457940
759578,1510243
